old                                      new
18953b60e9394ec046242820cd005446feb6051c cea5d191dc6aaef3540cd7685d4c75142453eae9
18f7ad7fc912444acc0f51995a4b8e45fd9a0cd4 1b850723e1ac3ab1ae0ade7fefe2a5c747366c6b
191490f97a072ce2cef5af2ece41a279b30a880b 1a296dc495a48373a8ae0a6eb0efb551f0fe5b1a
1966d8238b8f50b7fcb5bae99ff51a181810700c 7e78f35360d18def255d802eff4fea6ee1e59384
1b4333ac242c37e2ef6a1449a911eb9a63521a6b 664369e1229d3c68d2fb261538ebfbc00fd3c95e
1b995f217d6bd5b8dc0075334c4b58a73b0920ac 7ea64ebf98e44d92d112b19d4460071e6eddaefa
1c3c9674de4d455f1e571bed808252af54932767 b49da8a73826b384a36d45ddd9ecb3161129b37e
1c5b89ff63151b5388cb5abb9357cebe446997c7 e9833cb827fe8946c329d49eab3a0b8b99867f07
1d19307e807114dd1c4e7fe345db203ac0ce5312 c53ba18358643e7dbfbcd3168d34e6dcaa28a396
1d7d71f366c3c9cf5defdb8ecff1d15aea08221d 618ecfb080330b3e7f6df5ae94c47213cab8c69a
1e22599522269c9d31f4ec3c4b0b75d01f07f9a7 c649f4b8980b4f2394ef58c3797407b166a139b7
217df17ac30ba2a8c374088772f81926cc5beee3 22b15ea4d423777faa0d681f3039f343f98c35e3
21a5f5b7f919834e37fd492158aa24dc2f5e3b26 e7846dd516c5245998c39a84cff21cdf1437bc68
221f0f6356efe2260023208365705ec5d5a7c8f5 19b1bca9a9257663d2a7d0b36e4f41d7286f178e
22dc605c4ead20e36f447cc67b55ef87e523bd55 a34f26e05e749f1441c420cce6bc7702e267d879
231f9d56b1195ebc8a04df49964623e7cea930f0 1e9ffc36e1f795cca15a2649da7acf160e7d54bf
234bc634b84fca06b7d4d76072725515536888cd 6353c9ce070f0b96cc83c40d5edbb922bb6facb7
23634783c541ed49e0adfd0c64c452d77d1051ed ebb0b8764a3a6ea40a5b0f51046e04cc69ca4367
23a157e57afa27de41929a3445e514d80f395621 eb4f6f9f4b426b01650ce7818b3a57dce952309a
247adff690667954b12c7c62e96621cd36bb246d 396a8c1777ed7c5dbe0e04dd2e6da7afec8ba0ab
24e4fa2b0f5212b15d98e21820a91522dfa5d970 348d81ddea3295e1ec462e60d20ab3c4429c65be
2547c718fe6b12e69793c6f6b2905d0be3fc71a0 9ca000e83c5d41ccaaff4e148f17741e040c09b4
2583bcb5895aa029f6f0646e7def968ce508bdec e39b2ef312e172781c1be08d8d987e5122ca6518
26c900dfac1ce956fe3eef4bfe0b101e70a2543a f649a1722a0fc74fac7c4f8285607c5ef9f0fa32
272700b360944e40816a7ea13da8cd723119000a 400d6e35dc0067c6261e4499d5a06a17bfde3c2a
27fe4943adf835cd785ef99b234c6990e8e26015 e69a68c6109c626d033cb32d40c274a58731faaa
28ac866307c1adda929196dbf7da8ab895c047ce eaa2b1f827d4e07cde04cd840d4d081791d263e2
28df4256bc19519e47be4b631c0536c5aaafcd1d d445ff21ad2762d939f66555732b9d22c8ba40ab
29153ae6990a16bc4274c8c8f0f4de0f680f14d1 1d09e4ad71a57718e3ecd609ad0b75eb0a4dface
296999ed9aed7c425b8324d1b1e118ce0e880391 c167c60b0a90af77dfac03f799d9c8d748b3613b
29d62f83c8ee6fd0823325f2d42eb2a65b2e41a2 6bb744728f35ad427161f93ba3dd5f534fa35e0c
2b63e0610bbc2be990ae1360d5256efcdc3f9efb a98c0ba90e588d747f3f2ef8fdc2920b7712b2b7
2c3a4119c704aeef5e90a94a71693993e258c87e a30e6cbbf6255a324d6890069276f13d531fdbe3
2c52cdd46bd6eeb5ca8c4348c0d70ba6905fbd0d 04ef1a5647d46155701da0e5b7a78df032f31317
2c6b2a56f19d38ef1e2f41b75e8142dad0b0de22 03c148b92c4d9ce8a36c2fb398b87cf10521f57a
2e0e51bc620d1a7d29e39737ba0a72e8bee58f39 971be97f46f9a79a2984c67433a1a6a590e10d2d
2e17f69ef4e7fcb9ee950362b3530d8e4e2ea316 f3c2b5019890624bbf98ede6750800f90829aa8c
2f56fc3431f47fe042bf3825e4d5523bdddda993 8af50eb2d06ff51e2a2402677df805831d44d36a
2f9c4c81596ca04c45612e1c5011743ccaa7a197 b82a72d0ba187ccc2aae13705e8fd70aa8b0fa37
3018a11e79e489b657dbb77c95694889ccff92df cc83950d069bee10316f825e204b693f2734840a
305a2a00cfc85604f03519d39451737ab9c86d57 16534851cdc75a6ea59371960d29c3892714a2bc
309915da3f67360360565257914823e5c9cdcdfb 772da38b2fe189e79fa679f49c489112c70ae2e2
31558dbb765719feb7135598e73c9256123f5a48 9ade410812db96d0d1be6abc4f87189e8944a5f4
31a84987f3e586f8eb7978136b6f9b891b2ab33a 2636213e7de4e2f945c131f540d0b2dace2c4703
324827cb673cf844357951126915f2b1b23f3dcb b44e54cc4e4726410f2046614c242ebc85e83504
32703b42d6d8a74336bf27613705cbc76e2363ee d58940fa34b1c86c98124bd2c88728c1ccb6f7fa
32b2d441d428778de777ddd393fb86355eea243c d39a4c2a8ae21049bb7622246c5f3a565f1f5110
32b4b99e5c317a9b50b32efae5f9d0d1b4e4b4f1 9827af89d023a22870248e287a05aaa065cdc211
333540a38735d514b429aab1c6da2f11fa028f35 e7cccab6425fa41652a6ebd6d4a89d74f1f537e6
3432ed40efb065e6870fb67aca35a13b0e95a544 fdc0bf0ae9736f61a0e5cb401ccbe9277a01dc26
34e9ee57f59d680db718e3a3466caceef7c24932 5618fcb823d36d1329465d0e90b43ca11d891bea
354f006ab96d8f07ebe3ac32c2f73e731b29519a be62c85d427e844e72f0b0980d67d1eab70c5057
3581ba0cf591b3f772fbb002de0f70e294bc0396 bfcada44559b900b060fc34e550b6596d40bf00e
35be827f3db4fef2739c00e561333403eb7cdf14 68ba6dc60c15af1932330852892d2daa8d29b256
360e1349f0009c5ad99d21e3c4546b707addc68a 155b60a0f6248c3a66feafd052a15e756f4bd498
3653e6d6d547ec763317d9ecd0ace334a7e21359 5c2c592bc32d01e983d92d5f6c5d5c7bd83b7449
371a58025ab122052fb13bc898448d905591be47 a2d2dec69868ad80ee3242d67636e4a558731f69
38afd23cfedca8563d14b9576a2a5358ecd56ed6 fac01f2205e1c072ca73677f69f517aa9c4c7abf
39eab74a05d3e68ac822b6dc6cd78c90cb985c19 c4face50d657d047dea4706d69cfaaa8a22ca0df
3aca564f6d8737b0a9070e951ae7dea1b5cfa983 445a14b96f2e40d10b941fea42d97dfa9920933a
3b35188ba54f97bb7e3d6391d2b26bed79e31a4e 563d957476bdec9696baf14aebf9d3769163daed
3b5ac2f98b661beaad7105910f4865ced26b5b97 7bc46dd7af1b17ff94438e4829afab24c4bdff17
3ba7afa8980aa41d7748d9c82f3763e5654254d9 2e787475e6c4b57775080bb652bce4ef2888782c
3bacd7a2ff86b389ea12dc11866a0a20d1171eda 1523c1dedfaa6285b4ce490f73e8d8b955ad3c8b
3d349d4beb5b03b24c3e48894bd5c5270fba8123 b42b6de02e93a52b0a5b7fb15f92f234b564a41c
3d9a3aa1622ba4612a408f06062263fd60c85452 b944b8f773a15755ecf01a439519365ba507816d
3da26e1797c836b385af10af0b9f2e67012fe95d 129bd7daa95bb15ecb732cdebe5b5a14b0e69632
3db0442f12f5bdd609cca1eaa23f454348f8f1cd 51ae6a8bc13c04c165d525b305273aa0e797b39a
3db4ff877dae072a070eeaa6fcd001d07fa31db3 b805df2c3ed8f8eaadc246c35d323603baad5ae8
3e3a7a416d6588597523c792fc5874a543d59ed9 ac03101812f14e74d5ada4d1567f6586dba606b7
3ed4987606c68f11348b106c2ace58103d4ecfc1 0cdbf470dc92d2b4bc92d7004cb3181151a9d2d9
4015f461c0f25035c59ebd5e482a66846e849a31 8f8dfee8734cd78235b036b24b6b1bb206a419f6
404785a46905db63c55616c012a67a2f8b05a6ef c2d6de0ce922e0d535fadff67800dfa6d92bc3f0
40aa45e457a99c44e67cb233354ec75b7bf7bb42 ff390942b21d76fb067d6ad5a7bad741d6ef6bfa
4122fa3993830961691325df584c5746e7bfdb08 99351fa32462e803df444e030f4a0add7c7497aa
42e98813e4aba923453d84433c12cfdd29f07a47 76f39a00f184ce526a77102b9286c98ebd202ec8
42eebcbe94f3eeda23f46d3d8b828c27da67dab6 0e827fc6ef25b5c60fc9e565018dd761e9b510b9
4308a4f035791f58ae111f56c39dac598bf476be bf66ad98b36379a0587c90440e5b69ca5d628450
4327c521c9f70fc33fd56b4d38257c902c73d9db 0dac83733ed582d01675e24dfe2321e5dff6e2e6
432d7ffe2c3b4e539f3d0d4ae0a4893090a018d6 ae52cbd4061a8f39578e4055a088ffde4b12c58c
436582ee80e2739634be49212beb8f2ac3495ab6 412ddb05d84538ff36e43b111cb8eaf9231f7a6b
438f1c56a458d3f2060b3e3ec53027890c051915 ad9babd308ca7f9514e543f83f3acad94f9b48ca
43ea16b0fdea6c2d44ce145b18984c5955a1a756 547b2e7863e503a63a4f03cf3139501d608e2821
44963cf4111c024642828a35b36a8816fe350e46 de5a210cbe27e5af185e48c9701382aef21f71e1
453310325a3507ea3bf4432cea4f6abadd689d51 983c7cb57cb5bc1ac8122289933bc0353045f88f
474c92e722ce77aee2060cd08629b9afb008d81b b78d3a822b9fad29a57c805d679841929226933e
47a76d0ccbdab118dc531f824dae7434ed9c8d9b 1cad96075aba73ea2c3c980061ffaad859be7d91
47caa36ef327cd7c5736689f56b132eae86f2179 3ddab46508a2b734d3b7344ae539fa5dd08e1f4b
47f686f53f2a20fe82d87d79fa5c835714ee8f46 ce4a0b700d5e9dbf3a49c0d87f3705e35a88c9bc
483ffb05fded6226d321a5a6d8f81d9701d535c4 f07f74f15b1213196cca7d10c9146d3c3991b3c1
49b93a15cd21b826cf2d4195974a3f346dbd5821 f8da4eecc356351109e37c128328dccbf6a4643e
4a7fe8e13b36b92ad83b65e3ee4d246375585387 2bc587c1719c2aa0d7c51afbcd42483d5365024d
4a84450c88eed07ad5d271e83abaf6398f753606 a31b137659519cd335731c2f98a1aa5611e83493
4b7e0066c0d12bd794511b19d9cbcc2015dd7b81 a93fdf6ef3030f93822999531e0e24cf376afd20
4bea1cdc2517fd52b85779ec6511de6388f82094 0645199763743bcdae76447118fc432b3a239127
4c3b181446f10449f505e80553f472ebc602d389 513c5bec9288dd08968fa6c8f50474bf4abe7856
4cb22cd537a9b12b717bd725b3fecb83c94894eb 5f19d2cba6ca50220b818967dcb31bc38dd24cde
4cb656dd0167585003ed1a81064528deacb8396c ad83ebc88a9be7d1358144a4b42ead77eb8b6f2c
4cf5cab65d5257be31e7623eb552b1861e969c75 5ba5304bb9632f7b78b52715504dac645b3032fa
4ed2b13f758ea467282cf0b0e1a938fca7f51211 77f91c933ae66613f0cc747c5328fe4d9e67f634
4f65a5349bfdebe50aa1371e705a78dbdf9b5d0d 6d55c6a3bbc496ed483144744cf3af891ccd08b4
504ffd466b379daa7ae6a1a17f1c3543486a1c0f 28dd05835cef1140f9439a9be8f2ed36609d1330
507ca7ccd3f4fc8d3e49731d30a6aa3414156334 f07ec6d8cc90381af23dfa4e7741021f520e2614
5082ceb1174603128a13f3ef18c97aaee5b1b398 7f332a63d150a7a2cd48e5ffc85ba5cf235bdd94
51189d7598dcaa4b8504ed5d977041444de6c8c4 fe03368e252b0de29bf4cdc8649215d3bda5d553
51d87602d30d7d968da36a95dba3ce8735dcb1d6 ec3a0a15b649e1faf9a166ab0993665b4e2dcfb1
52704486509b994e71fc688d9c54f5dd4b646c44 596b40a0ea0e37ced4a02529d4eeb2d5ea1e3681
52a58345d3a2fe90ae98fdb7b032fd7066e1d36f a0323312075a344eb6b9f8572161498fb9e82188
52b036abfd7d34f05bc92e9fed2365f09f0c96f7 64018a50064628f3282a988827f4e4756d61249e
53ed79e2413ed5efe6ccef57b9a388502eb61cff 22e780dede8ae5f7747b48f1e03494a31af9581a
54f534a04b1f25caf5696cf6bcf8fe29d2fba169 13e645c08bae300fb374bfbcc77db693b2f3fe97
55ccb2bfa001289376e5e51f484091c1b0476e0f c4081098130751be40f4cf55ea62d5e89d7e0ba7
563dec81c1c538aac0fad465ea933eb2a621a183 6f6bf158a5aec19987c6eeeffde5573214a61ff6
57501615f511539962c1058f080586886e32a652 c19d43a794c8b8e66ea777992fb0c9db0a9f9bbc
5751cfddead890e802a502852606046bff974b5e e98a64b991aa49e05229a00c53ed931ed71a2d6b
5788b510a1e3394fcc2d6b13ba2d9d8fc4a5c139 91f00422efdbd4e82bf0642e99806b427dfa384d
57c092139a175b991331976882907dbbed17889d f9bda0ed3c7da49a3413b4759d2ebffab298081d
58dedb17433020d19c4a8a1713cc92c1b81567c6 7174b394b3c9496816f1f33d93aa4c1fc54bcdbc
592ac88c266bf6737df2e2780ce7b654e20b1c20 316925969cbcdca20ffe0e8a168020b84b7bc6b2
596a5795bdd6da317ea103fc06c0a71c296e3669 210c3dbd7434b92bd313d30bb1bd08f79fedfb98
598870540c4aca5db6e065af59f1f1befa74252c f619da6c47fa6260688fe652200087133978b76f
59e9ea250af787c9f318d5dbd72587b63db405cd cff0cd774a90456d3c10842be4f832e82db3500e
5a3a793664e19f72012fbdc659fb067e5507cdc7 607767a20ae89962d2bdce229e90101488652152
5b1e0f20164e49cf52f6d107a0f071e0c20b324b b59b21e367ac249383c860d4876648bd31a6e6e2
5b87ed30f84accf450fd3c154d90ab9f2b2b47a4 6ac15615906b110d6ab317474f6584e990b6555c
5be8d836922ab18bc991c664763055603013f196 ccdf419c2800de341287893d44983afc6007ecbb
5d6b629fcbd399147f70ac800e84555b55f367f6 50bdad33eb5a3104646563bf043de48d84bbd03e
5e10319a5f488d6635fd108532ff9e70f6486631 fc413646e2dc9b7733de33648a72c3ef1b34753e
5e5943365e224499c257c2371c2cd95c6ad5ae3c 79a99cb486814fa834797d3e407504479f6fb6f5
5e6591cf450ee436cd88ae760f39a85d78eda43f f46056545d67832fcbddcef000eb3efb91455cf4
5ed8db311cd1680b8c0952b837299ab9eb727d9f af9e3177d399526bc62c12b12894bfbbf868f1f2
5f55650a78f92aff4d48d671423e888fac0469ff 5442857222d065a15fb1715876bd7befe29e370a
604c2858ae67a279b37172b76cfc9448023b1b39 46ec0feeee475e5428ae6d6df258e998d08619f8
6062f6f719fc6d56a23c1ee07f4035bb03803e48 93681319812a9ec2d6cd0491f892134623755baa
60bccc3763395e01b039aa1ddeacc8cc0ea69f70 a64b564341d8cc84579d1b7415fc39beffaa5d82
61881b1f7f0b13d9e46d561fc25afcd6bbaec479 c4cd3da9c1c66e98d8676ff93423277d3aee46d7
6262624a892b359045f74a55e28aa1bc00ce501e afa50afa3e7442db074687064eda3186ccb8b070
627c53494162ee77bd7aaaab9f7952dfa066ca19 627c53494162ee77bd7aaaab9f7952dfa066ca19
63076b9a0c5a298270957475b72d49d8860c0703 3a158d6a63f87f553f6ed687b5572936cfe75a48
6391c5e637e1bc22327224ee7563a50a50625dfd 75033e8d8f051edda818bf30fddc9e7ff02578b1
64801d1fef62d7c18b1c63db717d723db0ed1757 2192968d7a68966a8e4df2732685d03ed7d19a24
64be5c7ae6861cac0a0e82ba7d3d45d98ea611e2 ac33a79e90ee3720d7d510d3d5396ca52bd9fce8
64d528be72d083fcaa76f3224ee88c742c2dd975 d905283aed3adbe8431b1b7e83a55c19493166a1
652eaa059b86fdf21d25bce5ca6031fca74ad8c2 f0ef194d29271a3031bc3f152825cbb48cb459d8
6687df53fc25ab8ae921f4758c542cc4116b17a4 3fb90208d9bc012ddb66fc0ecbaba7f5022a5e2e
6694f1cdbaf821680a8f145a6985ac82d0681012 62284892e3a87d8f629e9fe44ba80034ddac8ac1
66fa168a5617292651d93cb528db32537ecaa062 6ebaeb32026f2169dcb6466ac651f4e50ddf1b17
67d5978bb1ba490070ddbd2a7c59c7ec5a60b7cc 6adc0e4f8ee30503eb726b4266671c016d4ea61f
687e7789271ec1276e3470f158428e11a4f80b6f f3be8d6229550d8012104b3948ca43a86e4ac614
68d90ad6dc4495ed029341e060af42b469c40d5c 911d7db3a67e6d338ec81840bd10651a25f9aa83
693f6cae14746e5551bc01e8e62d6c9a413fe1ee f4dbdb953c02b55ac5c822e21e0dc53278695011
69bf0816f947be76c476edcb2b2aaa861f703f42 f4be511d5fea660cb8a66798eed5c9d0e9f7d965
69bf6437914596fbbc4caf09a7ac16f2acdd1a94 f3b9c4356592f5aa94b31a8b8f28e40e58f27d62
69e62fc77c911da169cc8726b490028d53bb90fe 956cea5224b9610ec0fb328d55da2ec0f974f17e
6a32c29a746a2e44de463de647f9f6661eb5086b 0f02b255c404b859d7d3d447547a3ae0415ea286
6a4c3357c86517f2ae0a853436e130672a67147c 7ebd8ac88bacc745b5c6ddb26d46248e2fded550
6a5f0039c89e7a1b2ac7238e7188774eb99bbd76 5e2d97f497e9ff624354816033b467c3bc1bd855
6b36c2305644fd30db7cce3f4840c74574f31ce9 c83ceeb69771990a29693905bb1a1acb3bb70736
6b3cc438b612afe75f361333603a07411b425c05 d9eaa9e8338ecf24c19a4f3b491629a08d3fdde4
6b5224cfccdb9caf4c0a0a87692fddad22c7e969 af096861a4b4daf694e9fcaf48710ae03610d684
6b5a25fedbec1f7335e45ccb5ba42ba6642eeb3e 8c30106efc5b73cb838db71e9bcb76242c442ad2
6b5c2efb4e2f43e6bdd07eaacb25789eea294983 6d566478d87aaed04ca737c2b9ee198cc715ba4f
6c243071b213828a054fd47b6361744e6c556d29 f7aefacf99b4deec7134b57808042646c6cb3fc6
6c8c8c4be315fc2009afe9559e8e451294bb97e6 1eb0a7463c73bfd4c3331d5d9e3b8ea985543fc0
6c8dcaa7ae41fa9f4aa2b3b68ee82cb8b2a03632 cec386e275459cd8bbe681f46dd8a204327cb0b7
6c9c2554b008e604e08b03f2f5d5187ec4214e00 6e128df05b40422c5f94c7bb47969e064c1551ca
6cd0ae4b7ed08a01ac845465fc5799876d1815a8 fbd49a90d55e3c21aeeaa2baad2c7fff767b8431
6de1b63473a6c4a2479a51dbf6f21fa254fa9cb8 c4b53f75b66dffc197cc32fd79e47912c2113aaf
6e2bc65fb2a822a8082a7515858a7c180115dd42 84e247067ab3a12c7dbb98406cace2a3bd8ff377
6ea215d171fd31df943bf1ac8227129f2b963160 6ac1c2d785b3c34e8a1aa1ec7a1ad02da702ef97
6f3c0a790be2c8599663a98f03b95fb3eae767f8 d226db5d93cfdad25f18a901020886ba6800f4e0
6f6b3d1ba89d52f539e95a2b094753244634bac2 7559ec53b0683f77240d42b9c7cdf58d4970331b
6fd7164d82acd8c075922607c0f28bb51a825488 a50dac57a845aec9ed5ba32eb42da0a035ccd6ca
70ef59be1996f06a7c6c77c95bc68ee7ee726f08 2a104408debd985ad7f02f477a358125fdfe393c
7171665a994eaad09cf18681ee898c19f9192375 813f84023d76cdebefd2d960c65763255f868f63
717dad5c8e9652cb58393de8287dd6668cb8c26d 17022b7f5503cd7d3cd60c72d0f68237b71fd4ce
71bbe442fe0f18bc485df930699d715bb6a97031 583d9e8bcc59b8b98d2164a3f2e5bbb7578a890e
72ef1fd161bbaa0cafdb70199dc7d34f592a3eba 82b4ae24b17a201ca3ef7199b917e19c11882ca3
73ed5903af924d0085d185eee51648657cce72fe 0265bde861d8bcfc3e347e72bf0c05396eb596cd
75587a05b39e5d5866a2e120178c75c12dfb75cb abf1d505b5db7d5704b1ca907a1c38dfb7f7bc54
76234a5f8b007fca90e633f77523d63257e2150f 692752cdeee4e750b91403fac6aaa4a0e9c3ae80
764ceda72612059d75b08fd7c9cca229166fcd98 c5a45e7feae697ed3517bb68e0d804353baa165b
766d7fd225bd3ff5a5efce845c16d64ad6957bd6 ec8f86f6152508b09c54ee41d0212b91d3b6a8cc
76c956c1372962842e1134f86b7c5d4517597e7e 208c0fac28dc3f14bb77a3c4b9b55fe16d4dba04
76da22610e0d698365a549f2c18c5e7c3f64942f fde03c4b03600dd093e217b9840f5bc0dc4d8b3d
76fc9d4ac708adfb99a7e1ab778ca0e1d43e37de 618c4ad772e4cd501971ee10d9b1b9cb8e994202
78a397d12d577e2f80719dab7cccfcfd43d3f51a e1dd0fad91649f98195be7c0300af9a3b66758b4
79b2c2d0ee7a1256404497c4ca9aa382c74d7625 79b2c2d0ee7a1256404497c4ca9aa382c74d7625
79fbc18c694104d41d4210601b5f3cf3e90cc595 050f709f5432cff6d2b8b792abb27fb91eb65f16
7a2db1a0cf38e5f4eb278a58c3903d295258d0ea 4b46e04cf5d0ba1c7dc22ac6d76dc1c8484ff02b
7a470629b62223dd54696f9cb33a5550c40693ce 720f317afb3cff4eba8aab2b78e561a134ceadf3
7a70a5d864465ea036c9145837cb86f32bfb2c28 b27cf1dd82e8ad5d3bb2adbfbf991abc978bc3f6
7b2422ae001bf48e6bcc41e4c59e05e0353d9c38 34c8876c52484da3dc8320721e3956c47c1a8e22
7b614a636ec6c27955e7887c4cb18c8bc3f22952 87a83b9f0ed79d0a2ff6184301b37d1cf5c9248b
7ba604f1cb61cd14898138e9abc0b4ff2601f180 e04b0d19285cbe21d13a11d90f41b9ff951607d1
7bd8282c37fcd9c4d7236106d664761a23318f18 53f452ad951dcc7ead819a6929b418b7e9354efa
7bdeb5c24acbf9430497d75cf89f3f8ebe7b6ad1 25cf048424523768bab94892932012e395a51209
7be2c65dc9adee9bae784478be0f656e3b683431 fec4d043e795e41a5a24e88d076d48be45f476aa
7d0fc0f7c0d939c967bb3c2579ee1b958c8a9383 c51cc65a1df26f70fe7c9a2cc1cd336c13cda3b3
7daeca7debad8e7ee461e6c07f709dc0642089d2 c7ca850e9ecb9c112fb00ae20bda111d6de31d93
7e08056543b9b46ddfda1d701d877aebec334e8d 7e08056543b9b46ddfda1d701d877aebec334e8d
7e1e28cae36d41fe7bbe9dae7c9625de6565c063 d9c2d42bf50a2455cd83559f088cdb9d63364b6c
7e75d1193384c2284d77193e6f5b14ed0b4dbf79 a19b4ee37258a4cb2e33aa65ae7e6632bab46991
8005f3594b65074a373231ae37d7b07b9cad0162 30d9e83a69bed8dbfee055119f19210503a364d0
803b7fcae893e9caaee3921779628fef83ac0965 0325cf2939ace861453c8aa820974c34fe3aaea3
815a2a5915f22ce6a760c676389c5dfe8535c08f d77ccabff4bf7c127e8763206107fc58e108ae53
8190848bb36c7df4251db4352bd81bc07d0a4385 51edf0e8baea3a0177e6ea6778667c50e8da4e5c
821f2c7071d42eb66de7a9e2134271803e67c21c ff1e64c5df2735dd37bab9dd605a21fac1ad1d45
8223388c019d4cdee807684dec96a2eafa5aa78d b4f7aff10b53a9aebc68b67a607b991067754def
82bb48500a9a6b3374da2cf5811695369278e4d3 5d0438d1d6197405ebf6bf43cfd346ba18e0e629
82dbc4f017a7b005f993ac2e7af9c048ad686c04 f365ea1b30260ec005cb9ee37f319a2ed2db8465
8314d65547d7297f806e85ce7b2cb575dded3e66 cff38cf077ce95b07cb7d18e260ded40527ad5d8
8410abd860d8eb732bc8dfd3c626c9f62734a60e a5f8758a82c1f5d80f80b7ee8d5c4928fb0ab30c
86d215a7d21ba0075a465957c2c3bd50abac37dc a4caa885d4281c5dad945c50df6cc5b9bbea8439
876a4321163249c43ca4e986818fab5ab081f282 63c4a13e02634bb552e5be08f8d698854e3f3f00
880f66ebea354948a664d954d53c6a348b5b9bb9 edacc7ab35a463868a30b171d4f173317483fbfc
88ad4bdc775c1957facee5c4499b22d9cc46a5be f95f7811184c9a2df5e7d5304d53d194d321c46e
89482bd665673362b59c57d63295bd7c8259af62 cfcb581748590eeeb11196e6b776d5e22799e43d
89c2a47a4cfb4977703090bd2a49afe39e3ebf2c c4f6ccdc0ef75894b2f725be507c32ec8684c84e
